Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1993-06-17,0.32716,0.32716,0.31168,0.31757,474628283
1993-06-18,0.32045,0.32444,0.30625,0.31581,360856114
1993-06-21,0.31168,0.31168,0.30442,0.30497,317141607
1993-06-22,0.31494,0.32349,0.30625,0.31885,389938602
1993-06-23,0.3216,0.3216,0.3082,0.31168,209497524
1993-06-24,0.31168,0.3216,0.3082,0.3216,258314588
1993-06-25,0.31113,0.31396,0.30442,0.3082,298108122
1993-06-28,0.31168,0.31168,0.29849,0.30899,409919786
1993-06-29,0.30995,0.30995,0.29644,0.30033,341121598
1993-06-30,0.29849,0.30625,0.29644,0.30442,232140317
1993-07-01,0.30033,0.30625,0.29272,0.29272,252900523
1993-07-02,0.29449,0.29849,0.29082,0.29644,222143231
1993-07-06,0.29449,0.30033,0.289,0.29082,179973644
1993-07-07,0.289,0.29178,0.2791,0.28099,263183233
1993-07-08,0.28099,0.289,0.2791,0.28099,161096012
1993-07-09,0.28493,0.28681,0.28099,0.28311,181856227
1993-07-12,0.28311,0.29359,0.2791,0.29272,201564794
1993-07-13,0.29849,0.29849,0.28493,0.28681,183284386
1993-07-14,0.28311,0.289,0.27547,0.28681,285514405
1993-07-15,0.28681,0.29082,0.27145,0.27547,391860127
1993-07-16,0.21932,0.22829,0.204,0.21191,2458233525
1993-07-19,0.21571,0.22154,0.19661,0.19756,934598457
1993-07-20,0.20213,0.21381,0.19836,0.20702,616600006
1993-07-21,0.20025,0.20609,0.19661,0.20213,528495748
1993-07-22,0.20025,0.20794,0.19836,0.204,244798954
1993-07-23,0.20794,0.21191,0.20025,0.20213,270999162
1993-07-26,0.20609,0.21191,0.20025,0.20702,177156340
1993-07-27,0.20609,0.21191,0.20213,0.204,230231774
1993-07-28,0.20213,0.20794,0.20213,0.20702,106410586
1993-07-29,0.20794,0.21191,0.20609,0.20989,140699404
1993-07-30,0.21191,0.21744,0.20794,0.21381,248590051
1993-08-02,0.21744,0.22521,0.21571,0.21932,250745255
1993-08-03,0.22336,0.22521,0.22154,0.22336,204576845
1993-08-04,0.22521,0.23475,0.22336,0.23295,281684376
1993-08-05,0.23694,0.23694,0.22336,0.22741,242708674
1993-08-06,0.22521,0.23295,0.22521,0.22521,145970651
1993-08-09,0.22521,0.23295,0.22336,0.22915,187114443
1993-08-10,0.22741,0.22915,0.21744,0.21932,177104375
1993-08-11,0.21932,0.21932,0.20794,0.21191,193554102
1993-08-12,0.21191,0.21381,0.20025,0.204,392015887
1993-08-13,0.204,0.21381,0.20213,0.21079,160914336
1993-08-16,0.21191,0.21571,0.20989,0.21191,118757691
1993-08-17,0.21381,0.21932,0.20989,0.2184,125405088
1993-08-18,0.22336,0.22915,0.21744,0.21932,218767578
1993-08-19,0.22154,0.22154,0.21191,0.21191,176351370
1993-08-20,0.21381,0.21571,0.20794,0.21571,115849442
1993-08-23,0.21571,0.22154,0.21191,0.2184,105696516
1993-08-24,0.21744,0.22154,0.21381,0.21571,117381465
1993-08-25,0.21571,0.21744,0.20609,0.20989,168976885
1993-08-26,0.20989,0.20989,0.204,0.20702,204187395
1993-08-27,0.20794,0.20794,0.20213,0.204,216274804
1993-08-30,0.204,0.204,0.19934,0.20025,317323332
1993-08-31,0.204,0.20609,0.20025,0.204,148229621
1993-09-01,0.204,0.20609,0.19836,0.20117,261482431
1993-09-02,0.20025,0.20213,0.19436,0.19836,327203580
1993-09-03,0.20025,0.20025,0.19436,0.19836,188880212
1993-09-07,0.20025,0.20794,0.19836,0.20213,166393208
1993-09-08,0.20213,0.20794,0.20025,0.20609,262715852
1993-09-09,0.20609,0.20794,0.20025,0.20025,173339258
1993-09-10,0.20213,0.20213,0.19528,0.20213,155902756
1993-09-13,0.20213,0.204,0.19077,0.19436,296511252
1993-09-14,0.18666,0.19252,0.18488,0.18666,320686059
1993-09-15,0.18855,0.19252,0.18117,0.18855,298757312
1993-09-16,0.18666,0.19252,0.18666,0.19077,99646348
1993-09-17,0.1876,0.19661,0.18666,0.19436,199422520
1993-09-20,0.19436,0.19661,0.19077,0.19165,128715801
1993-09-21,0.19077,0.19436,0.18396,0.18855,169820759
1993-09-22,0.18666,0.19661,0.18666,0.19661,128079658
1993-09-23,0.19661,0.19661,0.18855,0.19077,151800034
1993-09-24,0.19252,0.19436,0.18855,0.19252,88766426
1993-09-27,0.19252,0.19436,0.18666,0.19077,131195608
1993-09-28,0.19077,0.19252,0.18666,0.19077,109604511
1993-09-29,0.18666,0.19165,0.183,0.18396,274439715
1993-09-30,0.18488,0.18488,0.17714,0.17994,318673589
1993-10-01,0.17532,0.17714,0.17308,0.17532,389484191
1993-10-04,0.17438,0.17714,0.16949,0.17532,223545402
1993-10-05,0.17714,0.18488,0.17714,0.18117,204382114
1993-10-06,0.183,0.18488,0.17994,0.18214,203187653
1993-10-07,0.18117,0.183,0.17532,0.17714,156383100
1993-10-08,0.17897,0.17897,0.17125,0.17438,161602385
1993-10-11,0.17532,0.18488,0.17532,0.183,186802814
1993-10-12,0.18488,0.19252,0.183,0.18488,355117535
1993-10-13,0.18666,0.18666,0.18117,0.18488,205187113
1993-10-14,0.18488,0.18855,0.18117,0.183,186270565
1993-10-15,0.21381,0.21932,0.20609,0.21744,1107340426
1993-10-18,0.21571,0.22154,0.21381,0.2184,386017641
1993-10-19,0.21744,0.21932,0.20989,0.21381,247577435
1993-10-20,0.21571,0.21744,0.20989,0.21381,160446866
1993-10-21,0.21191,0.2406,0.20989,0.23295,726957522
1993-10-22,0.23475,0.24278,0.22915,0.23295,459139287
1993-10-25,0.23295,0.23475,0.22829,0.23105,254017070
1993-10-26,0.22915,0.23105,0.22336,0.22915,257899040
1993-10-27,0.23105,0.24835,0.22915,0.24458,532157022
1993-10-28,0.24458,0.24835,0.23879,0.23879,283385133
1993-10-29,0.23879,0.24458,0.23475,0.23694,158655193
1993-11-01,0.23694,0.24278,0.23295,0.24278,122847443
1993-11-02,0.2406,0.25421,0.23879,0.25228,259950405
1993-11-03,0.25421,0.25421,0.23879,0.24376,205135143
1993-11-04,0.24278,0.24835,0.23694,0.24835,214885644
1993-11-05,0.2456,0.24835,0.23694,0.2456,438223272
1993-11-08,0.24642,0.24735,0.23475,0.23694,193580094
1993-11-09,0.23879,0.2406,0.22915,0.23202,198513775
1993-11-10,0.23295,0.23694,0.23105,0.23694,89233831
1993-11-11,0.23694,0.24642,0.23475,0.24153,165107842
1993-11-12,0.24278,0.24642,0.23475,0.24458,166536001
1993-11-15,0.24278,0.25228,0.24278,0.24642,182115898
1993-11-16,0.24642,0.26367,0.24458,0.2619,351339484
1993-11-17,0.2619,0.26958,0.25228,0.25815,350807111
1993-11-18,0.25815,0.26003,0.25421,0.25815,132623760
1993-11-19,0.25421,0.25815,0.25019,0.25421,142542971
1993-11-22,0.25228,0.25421,0.24835,0.25019,174585637
1993-11-23,0.25019,0.25421,0.2406,0.25421,215807371
1993-11-24,0.25228,0.25815,0.25115,0.25421,104839665
1993-11-26,0.25228,0.25421,0.24835,0.25115,50361984
1993-11-29,0.24835,0.25019,0.24278,0.24458,112110355
1993-11-30,0.24458,0.25115,0.24278,0.24278,130598436
1993-12-01,0.24642,0.24835,0.2406,0.24278,128923571
1993-12-02,0.24458,0.24642,0.23879,0.24458,116680321
1993-12-03,0.24458,0.24642,0.23879,0.24278,139647729
1993-12-06,0.24278,0.25019,0.2406,0.24835,181973064
1993-12-07,0.24642,0.24835,0.24278,0.24835,74017449
1993-12-08,0.24642,0.24835,0.24278,0.2456,45895800
1993-12-09,0.24458,0.24642,0.22915,0.23105,211860502
1993-12-10,0.23295,0.23475,0.21381,0.21744,576429811
1993-12-13,0.21744,0.22741,0.21381,0.22741,283229393
1993-12-14,0.22521,0.22915,0.22336,0.22429,340420531
1993-12-15,0.22336,0.22915,0.22336,0.22915,143607645
1993-12-16,0.22741,0.22915,0.22336,0.22611,146489893
1993-12-17,0.22741,0.22915,0.22429,0.22741,168262835
1993-12-20,0.22521,0.22915,0.21744,0.21932,219131108
1993-12-21,0.21932,0.22154,0.20989,0.21191,291110230
1993-12-22,0.20989,0.21932,0.20794,0.21571,210250597
1993-12-23,0.20989,0.20989,0.204,0.20989,263092360
1993-12-27,0.21381,0.22154,0.20989,0.21932,185400659
1993-12-28,0.22154,0.22741,0.21932,0.22429,184894303
1993-12-29,0.22521,0.22521,0.21932,0.21932,124444345
1993-12-30,0.21932,0.23295,0.21932,0.22915,364634229
1993-12-31,0.22915,0.23295,0.22521,0.22521,186595148
1994-01-03,0.22741,0.23105,0.22336,0.2301,210432310
1994-01-04,0.23295,0.24278,0.23105,0.24278,330579262
1994-01-05,0.24458,0.26095,0.24458,0.26003,709598938
1994-01-06,0.26003,0.2619,0.25019,0.25228,424863515
1994-01-07,0.24642,0.25601,0.2406,0.25511,346366828
1994-01-10,0.25421,0.26095,0.25228,0.2588,233685366
1994-01-11,0.25815,0.26003,0.24458,0.2456,411984198
1994-01-12,0.24835,0.24835,0.23475,0.23475,509033830
1994-01-13,0.23105,0.23694,0.22915,0.23594,616236472
1994-01-14,0.23694,0.24458,0.23475,0.23879,248667950
1994-01-17,0.23879,0.24278,0.23105,0.23388,168911945
1994-01-18,0.23295,0.23295,0.22336,0.22611,420566078
1994-01-19,0.22521,0.22915,0.22154,0.22521,326424590
1994-01-20,0.22741,0.23694,0.22741,0.2301,310766832
1994-01-21,0.25601,0.25815,0.24835,0.25726,1136189223
1994-01-24,0.25601,0.27145,0.25601,0.26958,802351201
1994-01-25,0.26772,0.26958,0.25601,0.26095,512760035
1994-01-26,0.26003,0.2619,0.25601,0.25815,192203868
1994-01-27,0.25815,0.26367,0.25421,0.2628,153306072
1994-01-28,0.26367,0.26772,0.26003,0.2619,158161807
1994-01-31,0.25815,0.26003,0.25228,0.25228,276335256
1994-02-01,0.25421,0.25815,0.24835,0.25601,181674466
1994-02-02,0.25601,0.25601,0.25019,0.25421,169768849
1994-02-03,0.25421,0.2588,0.25019,0.25815,159966491
1994-02-04,0.25815,0.26958,0.25601,0.25815,410374229
1994-02-07,0.25815,0.28591,0.25815,0.28099,840950351
1994-02-08,0.2773,0.28099,0.27145,0.27547,330825935
1994-02-09,0.27547,0.28099,0.27145,0.2791,216755144
1994-02-10,0.2791,0.289,0.2773,0.28099,350118962
1994-02-11,0.2791,0.289,0.2791,0.28493,190399204
1994-02-14,0.28493,0.29272,0.28311,0.28493,284644526
1994-02-15,0.28311,0.289,0.2791,0.28591,150436831
1994-02-16,0.289,0.289,0.28311,0.28311,141452409
1994-02-17,0.28681,0.29178,0.2791,0.28493,168262835
1994-02-18,0.28099,0.28493,0.2791,0.2791,172806910
1994-02-22,0.2791,0.289,0.27547,0.28681,248732909
1994-02-23,0.28681,0.29449,0.28493,0.28681,302016109
1994-02-24,0.28493,0.28681,0.2791,0.28191,229361952
1994-02-25,0.28493,0.28681,0.27356,0.2773,274530588
1994-02-28,0.2791,0.28493,0.2773,0.28099,143542741
1994-03-01,0.28311,0.28311,0.27547,0.2791,245603901
1994-03-02,0.27145,0.2791,0.26772,0.27423,340978808
1994-03-03,0.27547,0.2791,0.27356,0.27547,218482010
1994-03-04,0.2773,0.289,0.27547,0.28311,262962549
1994-03-07,0.28493,0.29359,0.28311,0.29178,359817461
1994-03-08,0.29272,0.29272,0.28311,0.28493,215677608
1994-03-09,0.28191,0.289,0.2773,0.289,288111081
1994-03-10,0.28681,0.28958,0.28311,0.28681,166652847
1994-03-11,0.28493,0.29082,0.28311,0.28681,187607833
1994-03-14,0.29644,0.29644,0.29082,0.29359,512032995
1994-03-15,0.29449,0.29449,0.28681,0.28958,237112885
1994-03-16,0.289,0.29082,0.28099,0.28311,170599748
1994-03-17,0.28311,0.28493,0.2791,0.28099,181103238
1994-03-18,0.28311,0.28311,0.27547,0.28042,259288224
1994-03-21,0.28042,0.28099,0.27145,0.27356,285761109
1994-03-22,0.27145,0.27356,0.26556,0.26958,281489561
1994-03-23,0.27145,0.27356,0.26367,0.27051,251186752
1994-03-24,0.27051,0.27145,0.2619,0.26654,218040529
1994-03-25,0.26772,0.26772,0.25228,0.25228,398351707
1994-03-28,0.25421,0.2619,0.25228,0.25601,327567138
1994-03-29,0.25601,0.26003,0.24835,0.25228,247512464
1994-03-30,0.25019,0.25601,0.24458,0.25019,196864884
1994-03-31,0.25019,0.25815,0.24278,0.25601,242345116
1994-04-04,0.24835,0.25601,0.24458,0.25601,195099118
1994-04-05,0.26003,0.26367,0.25815,0.25815,113486533
1994-04-06,0.2619,0.2619,0.25228,0.25815,149644786
1994-04-07,0.25815,0.26003,0.25228,0.25726,89688242
1994-04-08,0.26003,0.2619,0.25601,0.25815,205005343
1994-04-11,0.25815,0.25815,0.25019,0.25815,123834154
1994-04-12,0.25726,0.25726,0.24458,0.24642,158616194
1994-04-13,0.24835,0.25019,0.2406,0.24458,270259083
1994-04-14,0.23475,0.24458,0.23105,0.24278,257340798
1994-04-15,0.2406,0.24278,0.23105,0.23295,218339112
1994-04-18,0.23475,0.23475,0.22521,0.22829,266961323
1994-04-19,0.22915,0.23105,0.21932,0.22336,192723206
1994-04-20,0.22521,0.23105,0.21571,0.21744,326723237
1994-04-21,0.21932,0.23475,0.20794,0.22829,475900598
1994-04-22,0.2406,0.24642,0.21932,0.22915,808933670
1994-04-25,0.22915,0.23879,0.22741,0.23879,416437375
1994-04-26,0.24278,0.24278,0.23879,0.2406,190373207
1994-04-28,0.23879,0.2406,0.22915,0.23295,116472664
1994-04-29,0.23105,0.23475,0.22915,0.23105,109877181
1994-05-02,0.23105,0.2406,0.23105,0.23879,142841566
1994-05-03,0.23879,0.2406,0.22741,0.23295,154059125
1994-05-04,0.23879,0.25601,0.23475,0.25421,422137080
1994-05-05,0.25601,0.26003,0.24835,0.25324,334240547
1994-05-06,0.24835,0.25228,0.2406,0.24892,217677003
1994-05-09,0.24835,0.25019,0.23694,0.2406,162835801
1994-05-10,0.24458,0.24642,0.23879,0.23879,170223228
1994-05-11,0.23879,0.24278,0.22915,0.23295,168691205
1994-05-12,0.23475,0.23694,0.22741,0.22856,124158685
1994-05-13,0.22915,0.23475,0.22521,0.23105,107358370
1994-05-16,0.23105,0.23475,0.22741,0.22741,156941409
1994-05-17,0.22915,0.22915,0.22154,0.22611,208783478
1994-05-18,0.22915,0.23694,0.22521,0.23594,143581644
1994-05-19,0.23694,0.25019,0.23475,0.24735,317141607
1994-05-20,0.24458,0.24835,0.23879,0.23911,113772117
1994-05-23,0.23879,0.2406,0.23105,0.23475,139050548
1994-05-24,0.23879,0.2406,0.23295,0.23694,146580761
1994-05-25,0.23295,0.24458,0.23105,0.2406,157785343
1994-05-26,0.24278,0.24278,0.23295,0.23475,84663725
1994-05-27,0.23295,0.23694,0.22741,0.23075,125989390
1994-05-31,0.22741,0.22741,0.21932,0.22521,298380768
1994-06-01,0.21932,0.2206,0.21471,0.21744,447181729
1994-06-02,0.2184,0.21932,0.20889,0.21079,446207944
1994-06-03,0.20889,0.21571,0.20609,0.21285,409997697
1994-06-06,0.21191,0.21381,0.20794,0.21079,146100414
1994-06-07,0.20989,0.21381,0.20989,0.21191,162576130
1994-06-08,0.21191,0.21285,0.20025,0.20117,317816677
1994-06-09,0.19756,0.20794,0.19661,0.20794,340264727
1994-06-10,0.20889,0.21079,0.203,0.204,165458410
1994-06-13,0.203,0.20924,0.203,0.20794,107695984
1994-06-14,0.20989,0.21079,0.20517,0.20824,178934952
1994-06-15,0.20794,0.21571,0.20702,0.21445,184868346
1994-06-16,0.21381,0.21381,0.20117,0.203,252965423
1994-06-17,0.20025,0.20609,0.19934,0.204,260236041
1994-06-20,0.20213,0.20989,0.20025,0.20889,231724861
1994-06-21,0.20702,0.20989,0.19836,0.20025,282008939
1994-06-22,0.20213,0.20609,0.20025,0.20213,131987616
1994-06-23,0.20213,0.20213,0.19165,0.19352,236359832
1994-06-24,0.19352,0.20117,0.19077,0.19726,339485717
1994-06-27,0.19436,0.20213,0.18977,0.20213,296705959
1994-06-28,0.20213,0.20889,0.19756,0.20609,201967231
1994-06-29,0.20609,0.20889,0.19934,0.20117,157149111
1994-06-30,0.20213,0.20702,0.20213,0.204,117926712
1994-07-01,0.203,0.204,0.19528,0.19836,207822732
1994-07-05,0.19756,0.20609,0.19756,0.204,99516577
1994-07-06,0.20213,0.204,0.20025,0.20117,112889296
1994-07-07,0.19934,0.20794,0.19661,0.20666,197241324
1994-07-08,0.204,0.21285,0.204,0.20824,241384426
1994-07-11,0.20889,0.21079,0.20517,0.20794,123366745
1994-07-12,0.20794,0.21902,0.203,0.2184,280892404
1994-07-13,0.21932,0.23295,0.21932,0.22856,521952179
1994-07-14,0.22829,0.22915,0.21744,0.2206,209432588
1994-07-15,0.21744,0.2206,0.21191,0.21744,110084878
1994-07-18,0.21663,0.22336,0.21571,0.2184,88597628
1994-07-19,0.2206,0.22154,0.21079,0.21321,134895829
1994-07-20,0.21079,0.21285,0.203,0.20517,251978704
1994-07-21,0.20517,0.21932,0.204,0.21571,335564784
1994-07-22,0.24376,0.24616,0.23105,0.23879,911812874
1994-07-25,0.23971,0.2456,0.23694,0.244,489948476
1994-07-26,0.24458,0.24642,0.23971,0.24153,218871416
1994-07-27,0.2406,0.24153,0.23594,0.23911,155084776
1994-07-28,0.23879,0.24735,0.23781,0.2456,284371893
1994-07-29,0.2456,0.2619,0.2456,0.25945,644254246
1994-08-01,0.2588,0.26003,0.25228,0.25726,265779929
1994-08-02,0.25815,0.2588,0.24957,0.25085,312480647
1994-08-03,0.25228,0.25601,0.24735,0.25511,262962549
1994-08-04,0.25511,0.26003,0.25511,0.25601,214171502
1994-08-05,0.25324,0.25726,0.25324,0.25601,100866826
1994-08-08,0.25511,0.2619,0.25421,0.26003,163770547
1994-08-09,0.25815,0.26095,0.25511,0.2588,91116362
1994-08-10,0.2588,0.26866,0.25601,0.26654,293940549
1994-08-11,0.26367,0.27051,0.26095,0.26434,345548919
1994-08-12,0.26499,0.27051,0.26095,0.26772,208251170
1994-08-15,0.26772,0.26958,0.26367,0.26654,139193282
1994-08-16,0.26499,0.26772,0.2619,0.26772,180531942
1994-08-17,0.26866,0.27258,0.26654,0.26958,331747754
1994-08-18,0.26772,0.27145,0.26556,0.26654,239099362
1994-08-19,0.26772,0.26958,0.26367,0.26866,151332613
1994-08-22,0.26772,0.26958,0.26654,0.26866,176688875
1994-08-23,0.26866,0.2764,0.26772,0.26958,248590051
1994-08-24,0.26772,0.26958,0.26499,0.26866,198903226
1994-08-25,0.26367,0.28042,0.26367,0.27018,346366828
1994-08-26,0.27145,0.27814,0.27145,0.27547,236710408
1994-08-29,0.27547,0.27814,0.27145,0.27258,176325349
1994-08-30,0.27145,0.28042,0.27051,0.2791,211068506
1994-08-31,0.2773,0.28805,0.27547,0.27849,407855467
1994-09-01,0.27258,0.27547,0.26654,0.26958,236814291
1994-09-02,0.27145,0.27356,0.26958,0.27258,117433434
1994-09-06,0.27145,0.27423,0.26958,0.2739,105982188
1994-09-07,0.27423,0.28191,0.27258,0.27814,236359832
1994-09-08,0.2773,0.2791,0.27423,0.27814,184128264
1994-09-09,0.27547,0.2773,0.27258,0.27547,182271730
1994-09-12,0.27423,0.27547,0.27258,0.27547,104956534
1994-09-13,0.27547,0.2791,0.27423,0.27607,120822002
1994-09-14,0.27423,0.27547,0.26958,0.27051,114862663
1994-09-15,0.27051,0.27814,0.27051,0.2773,300185460
1994-09-16,0.2764,0.28681,0.27356,0.28042,422124065
1994-09-19,0.28042,0.28311,0.27356,0.27356,202110097
1994-09-20,0.27051,0.27258,0.26499,0.26622,228660820
1994-09-21,0.26556,0.26654,0.26003,0.2628,272232566
1994-09-22,0.26367,0.26367,0.2588,0.26095,169522148
1994-09-23,0.26095,0.26556,0.26095,0.26123,154033124
1994-09-26,0.26095,0.26556,0.2588,0.26123,164263964
1994-09-27,0.26003,0.2628,0.25726,0.26095,126456831
1994-09-28,0.2619,0.26499,0.2588,0.26095,94206359
1994-09-29,0.26003,0.26499,0.25726,0.2628,126794300
1994-09-30,0.2628,0.26556,0.2588,0.25945,83118656
1994-10-03,0.2588,0.26003,0.25019,0.25511,150229033
1994-10-04,0.25601,0.2619,0.25421,0.26003,188243992
1994-10-05,0.2588,0.29359,0.25726,0.29178,822812741
1994-10-06,0.28805,0.28868,0.2773,0.2791,610809446
1994-10-07,0.27814,0.28559,0.27356,0.28493,422409669
1994-10-10,0.28591,0.30497,0.28493,0.29938,606745735
1994-10-11,0.31885,0.32259,0.30348,0.30497,976417488
1994-10-12,0.30497,0.32813,0.30133,0.32444,692422123
1994-10-13,0.32813,0.33025,0.31266,0.31672,608939910
1994-10-14,0.3198,0.32349,0.31494,0.31672,204083532
1994-10-17,0.31494,0.3198,0.29938,0.30625,352391127
1994-10-18,0.31266,0.32045,0.31168,0.31757,543309574
1994-10-19,0.31581,0.32444,0.31581,0.31757,406985557
1994-10-20,0.31757,0.32226,0.31168,0.31581,252874530
1994-10-21,0.31396,0.32931,0.31396,0.32813,374086092
1994-10-24,0.32931,0.33218,0.32259,0.32537,237060991
1994-10-25,0.32045,0.32813,0.3198,0.32813,349482851
1994-10-26,0.32813,0.33301,0.32813,0.33301,228102539
1994-10-27,0.33301,0.33707,0.32716,0.32931,184790472
1994-10-28,0.32659,0.33025,0.3216,0.32444,316842968
1994-10-31,0.32349,0.33432,0.3198,0.33251,412568368
1994-11-01,0.33025,0.3349,0.32659,0.33218,252822617
1994-11-02,0.33218,0.33301,0.31885,0.31885,253575642
1994-11-03,0.3216,0.32349,0.31581,0.3198,128118617
1994-11-04,0.3198,0.32045,0.3082,0.31113,222623546
1994-11-07,0.31113,0.31757,0.30899,0.31396,131039872
1994-11-08,0.31266,0.32813,0.30995,0.32537,404531771
1994-11-09,0.32931,0.33123,0.31581,0.32045,471031961
1994-11-10,0.3216,0.32259,0.31581,0.31822,177338045
1994-11-11,0.31757,0.3198,0.31581,0.31672,72186820
1994-11-14,0.31757,0.32931,0.31757,0.32716,161862052
1994-11-15,0.32716,0.33123,0.31757,0.31885,194307231
1994-11-16,0.31396,0.32013,0.31266,0.31531,217235567
1994-11-17,0.31494,0.31581,0.3072,0.3082,174390858
1994-11-18,0.3082,0.31168,0.30497,0.3082,170443948
1994-11-21,0.3082,0.30995,0.29272,0.29359,234853854
1994-11-22,0.29082,0.30133,0.28681,0.28805,260054312
1994-11-23,0.28493,0.29178,0.28042,0.28406,380006432
1994-11-25,0.28406,0.29082,0.28311,0.29082,97633987
1994-11-28,0.28958,0.29449,0.28747,0.29145,160758447
1994-11-29,0.29272,0.29644,0.29082,0.29449,167081285
1994-11-30,0.29579,0.30348,0.28493,0.28681,361713082
1994-12-01,0.28493,0.28958,0.2773,0.27849,358571067
1994-12-02,0.28099,0.28311,0.27423,0.28156,199682220
1994-12-05,0.28099,0.28805,0.27814,0.28623,208978178
1994-12-06,0.28493,0.29579,0.28406,0.28932,275997678
1994-12-07,0.289,0.29145,0.27782,0.28191,159161505
1994-12-08,0.28406,0.28493,0.27547,0.2764,196903815
1994-12-09,0.2764,0.28042,0.26772,0.2791,302236785
1994-12-12,0.28042,0.28311,0.27356,0.28099,259755669
1994-12-13,0.28191,0.28436,0.2791,0.28042,138180622
1994-12-14,0.28099,0.29359,0.28099,0.29178,361011907
1994-12-15,0.29272,0.29579,0.28406,0.28591,263832375
1994-12-16,0.28681,0.29082,0.28311,0.28681,208406946
1994-12-19,0.28681,0.30348,0.28681,0.30133,385809939
1994-12-20,0.30133,0.30221,0.29579,0.29644,203031925
1994-12-21,0.29178,0.29644,0.289,0.29579,182505437
1994-12-22,0.29644,0.29938,0.29449,0.29741,154266791
1994-12-23,0.29644,0.30348,0.29644,0.29938,108838528
1994-12-27,0.30221,0.30625,0.29938,0.30133,94959428
1994-12-28,0.30133,0.30221,0.29449,0.30133,103359604
1994-12-29,0.30221,0.3072,0.30133,0.30442,140660425
1994-12-30,0.30348,0.3072,0.29849,0.30033,84728632
1995-01-03,0.29938,0.29938,0.29178,0.29579,120406627
1995-01-04,0.29741,0.30497,0.29741,0.30348,183946527
1995-01-05,0.30221,0.30348,0.29849,0.29938,85364772
1995-01-06,0.32045,0.33218,0.31672,0.32349,1248039831
1995-01-09,0.32045,0.32259,0.31581,0.31735,317725817
1995-01-10,0.31757,0.3389,0.31757,0.33647,712675982
1995-01-11,0.33707,0.37034,0.32873,0.36016,1012952334
1995-01-12,0.35517,0.35738,0.34469,0.34968,639632262
1995-01-13,0.35517,0.35517,0.34201,0.34562,407323158
1995-01-16,0.34562,0.3485,0.34069,0.34263,219066216
1995-01-17,0.34263,0.3506,0.33979,0.34658,382667936
1995-01-18,0.34658,0.35119,0.34469,0.35119,147982956
1995-01-19,0.3506,0.35431,0.34658,0.35341,364335619
1995-01-20,0.362,0.362,0.32716,0.32813,1159636974
1995-01-23,0.32259,0.32813,0.31581,0.32537,461995574
1995-01-24,0.32537,0.32659,0.31885,0.32045,252822617
1995-01-25,0.30442,0.32349,0.30442,0.31548,599397191
1995-01-26,0.31494,0.3198,0.30221,0.30442,285618263
1995-01-27,0.3072,0.31113,0.30033,0.3072,346107145
1995-01-30,0.30899,0.31168,0.3072,0.30899,267298965
1995-01-31,0.31168,0.31494,0.3082,0.31113,246655608
1995-02-01,0.31396,0.31396,0.3072,0.30899,183582989
1995-02-02,0.30899,0.32259,0.30899,0.32045,235996306
1995-02-03,0.32349,0.32444,0.31113,0.31168,370035319
1995-02-06,0.31396,0.31396,0.30442,0.31168,281723279
1995-02-07,0.31113,0.31581,0.3082,0.31458,233698292
1995-02-08,0.31581,0.32659,0.31494,0.32599,467007085
1995-02-09,0.32444,0.33802,0.32444,0.33584,551086548
1995-02-10,0.33584,0.34011,0.33432,0.33707,406842811
1995-02-13,0.33517,0.34263,0.33301,0.33707,328488926
1995-02-14,0.33707,0.33979,0.32813,0.33053,191983128
1995-02-15,0.33301,0.33517,0.32716,0.32783,213846975
1995-02-16,0.33218,0.33301,0.32813,0.33251,253614597
1995-02-17,0.33025,0.33123,0.32716,0.32716,141179764
1995-02-21,0.32813,0.32931,0.31494,0.31581,349599672
1995-02-22,0.31266,0.31581,0.30899,0.31458,340134887
1995-02-23,0.31672,0.32259,0.3082,0.30937,364816014
1995-02-24,0.30899,0.31113,0.29644,0.30033,659379756
1995-02-27,0.29449,0.30033,0.29359,0.29449,311610713
1995-02-28,0.29644,0.3072,0.29272,0.30442,258470320
1995-03-01,0.30625,0.30899,0.30376,0.3082,260184103
1995-03-02,0.30899,0.31396,0.30625,0.3082,311532839
1995-03-03,0.30625,0.31334,0.30442,0.30995,168976885
1995-03-06,0.30625,0.3082,0.30442,0.30625,153851355
1995-03-07,0.3072,0.3072,0.29449,0.29512,174793339
1995-03-08,0.29849,0.30899,0.29082,0.3047,422968023
1995-03-09,0.3072,0.31113,0.30348,0.30625,227998632
1995-03-10,0.30497,0.31113,0.30348,0.30442,159291372
1995-03-13,0.30497,0.30497,0.29272,0.29359,377617498
1995-03-14,0.29449,0.29449,0.26556,0.26958,843754801
1995-03-15,0.27356,0.2791,0.26866,0.26958,847351055
1995-03-16,0.27145,0.2773,0.26958,0.27145,367165965
1995-03-17,0.27356,0.27356,0.26866,0.27051,249979308
1995-03-20,0.27051,0.27423,0.26958,0.27145,220117847
1995-03-21,0.27356,0.28311,0.27145,0.2791,353988018
1995-03-22,0.2791,0.30442,0.2791,0.29329,555435942
1995-03-23,0.29178,0.29272,0.28466,0.28591,197176424
1995-03-24,0.28805,0.29178,0.28681,0.29082,148515213
1995-03-27,0.28958,0.28958,0.28191,0.28623,165536316
1995-03-28,0.2791,0.2801,0.2628,0.26499,799624746
1995-03-29,0.2619,0.26866,0.26095,0.26499,575988423
