Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1984-09-07,0.10197,0.10321,0.10075,0.10197,96517416
1984-09-10,0.10197,0.10228,0.09952,0.10137,74913260
1984-09-11,0.10228,0.10506,0.10228,0.10321,176649912
1984-09-12,0.10321,0.10382,0.10013,0.10013,154318764
1984-09-13,0.10568,0.10598,0.10568,0.10568,240345769
1984-09-14,0.10598,0.10967,0.10598,0.10722,286176545
1984-09-17,0.10999,0.11153,0.10999,0.10999,223441531
1984-09-18,0.10999,0.11091,0.10598,0.10598,112798400
1984-09-19,0.10598,0.10722,0.10382,0.10382,123210945
1984-09-20,0.10414,0.10506,0.10414,0.10414,76705002
1984-09-21,0.10414,0.10722,0.10197,0.10321,115732545
1984-09-24,0.10321,0.10382,0.10228,0.10228,91583807
1984-09-25,0.10197,0.10197,0.10013,0.10013,193346420
1984-09-26,0.10013,0.10474,0.09891,0.09891,128637955
1984-09-27,0.09891,0.09952,0.09891,0.09891,122795477
1984-09-28,0.09891,0.09891,0.09459,0.09642,270570684
1984-10-01,0.09613,0.09613,0.09428,0.09428,113343675
1984-10-02,0.09489,0.09828,0.09489,0.09489,137076998
1984-10-03,0.09642,0.09797,0.09642,0.09642,139595804
1984-10-04,0.09765,0.09828,0.09765,0.09765,145464218
1984-10-05,0.09765,0.09765,0.09489,0.09551,113110004
1984-10-08,0.09551,0.09613,0.09551,0.09551,54451720
1984-10-09,0.09551,0.09613,0.09459,0.09459,145204535
1984-10-10,0.09459,0.09459,0.09181,0.09181,422941982
1984-10-11,0.09181,0.09428,0.0912,0.0912,211860502
1984-10-12,0.0912,0.09181,0.08657,0.08719,308118250
1984-10-15,0.09211,0.09304,0.09211,0.09211,281995945
1984-10-16,0.09211,0.09243,0.09181,0.09181,136817406
1984-10-17,0.09551,0.09613,0.09551,0.09551,181583617
1984-10-18,0.09828,0.09891,0.09828,0.09828,286514110
1984-10-19,0.09828,0.10506,0.09797,0.09828,378045988
1984-10-22,0.09828,0.09982,0.09765,0.09765,133026301
1984-10-23,0.09982,0.10075,0.09982,0.09982,216119028
1984-10-24,0.10075,0.10197,0.10075,0.10075,193606087
1984-10-25,0.10075,0.10075,0.09704,0.09704,183349350
1984-10-26,0.09704,0.09704,0.09428,0.09459,133130120
1984-10-29,0.09489,0.09551,0.09489,0.09489,58710218
1984-10-30,0.09613,0.09704,0.09613,0.09613,86468385
1984-10-31,0.09613,0.09704,0.09551,0.09551,69823879
1984-11-01,0.09613,0.09704,0.09613,0.09613,54529590
1984-11-02,0.09613,0.09642,0.09489,0.09551,32094567
1984-11-05,0.09551,0.09765,0.09489,0.09489,122146331
1984-11-06,0.10075,0.10137,0.10075,0.10075,261196824
1984-11-07,0.10075,0.10137,0.09891,0.09891,268415484
1984-11-08,0.09891,0.09891,0.09489,0.09489,102152120
1984-11-09,0.09489,0.09551,0.08843,0.08935,340965866
1984-11-12,0.09243,0.09304,0.09243,0.09243,131286509
1984-11-13,0.09243,0.09459,0.09027,0.09027,146840465
1984-11-14,0.0912,0.09211,0.0912,0.0912,120951802
1984-11-15,0.0912,0.09211,0.0912,0.0912,123574439
1984-11-16,0.0912,0.09243,0.08874,0.08935,192151975
1984-11-19,0.08935,0.08996,0.08411,0.08411,270077314
1984-11-20,0.08688,0.08719,0.08688,0.08688,305158032
1984-11-21,0.08874,0.08935,0.08874,0.08874,207186512
1984-11-23,0.08996,0.09243,0.08996,0.0912,158914804
1984-11-26,0.09211,0.09211,0.09211,0.09211,116667423
1984-11-27,0.09459,0.09551,0.09459,0.09459,147697316
1984-11-28,0.09952,0.10197,0.09952,0.09952,475887704
1984-11-29,0.09952,0.09952,0.09765,0.09765,202720340
1984-11-30,0.09765,0.09828,0.09459,0.09489,126015347
1984-12-03,0.09489,0.09551,0.09366,0.09366,113603342
1984-12-04,0.09551,0.09765,0.09551,0.09551,139543850
1984-12-05,0.10013,0.10013,0.10013,0.10013,304768585
1984-12-06,0.10506,0.10568,0.10506,0.10506,367789251
1984-12-07,0.10506,0.10906,0.10414,0.10474,573261907
1984-12-10,0.10474,0.10474,0.1026,0.1026,129235148
1984-12-11,0.1026,0.10414,0.10137,0.10137,143490744
1984-12-12,0.10137,0.10137,0.09797,0.09797,127599311
1984-12-13,0.09891,0.10075,0.09891,0.09891,77483947
1984-12-14,0.09891,0.10228,0.09891,0.10137,111448142
1984-12-17,0.10382,0.10474,0.10382,0.10382,145178611
1984-12-18,0.10999,0.11029,0.10999,0.10999,394794308
1984-12-19,0.10999,0.11029,0.10568,0.10568,368048894
1984-12-20,0.10568,0.10752,0.10506,0.10506,162108729
1984-12-21,0.10506,0.10568,0.1026,0.10382,143620587
1984-12-24,0.10568,0.10598,0.10568,0.10568,78288946
1984-12-26,0.10598,0.10722,0.10598,0.10598,77873502
1984-12-27,0.1066,0.10722,0.1066,0.1066,114486194
1984-12-28,0.1066,0.11091,0.10598,0.11029,191658569
1984-12-31,0.11184,0.11245,0.11184,0.11184,240839086
1985-01-02,0.11184,0.11184,0.10722,0.10722,203213610
1985-01-03,0.10906,0.11184,0.10906,0.10906,193138614
1985-01-04,0.10906,0.10967,0.10752,0.10906,159122550
1985-01-07,0.10906,0.10967,0.10845,0.10845,198124268
1985-01-08,0.10845,0.10967,0.10752,0.10752,163588762
1985-01-09,0.11029,0.11184,0.11029,0.11029,193268546
1985-01-10,0.11523,0.11554,0.11523,0.11523,321179397
1985-01-11,0.11523,0.11618,0.11306,0.1143,237697167
1985-01-14,0.11738,0.1186,0.11738,0.11738,313493239
1985-01-15,0.11738,0.11953,0.11523,0.11523,307157467
1985-01-16,0.11618,0.11802,0.11618,0.11618,220117847
1985-01-17,0.11618,0.11802,0.10783,0.10783,634698569
1985-01-18,0.10783,0.11245,0.10752,0.10999,408816266
1985-01-21,0.11245,0.11306,0.11245,0.11245,377241009
1985-01-22,0.11554,0.11618,0.11554,0.11554,492480277
1985-01-23,0.11554,0.11618,0.11367,0.11367,499049827
1985-01-24,0.11367,0.11367,0.11153,0.11153,460281755
1985-01-25,0.11153,0.11367,0.10906,0.11367,369165445
1985-01-28,0.11618,0.11738,0.11618,0.11618,477809141
1985-01-29,0.11618,0.11709,0.1149,0.1149,259353240
1985-01-30,0.1149,0.11709,0.1149,0.1149,570847104
1985-01-31,0.1149,0.11523,0.11153,0.11153,320218646
1985-02-01,0.11153,0.11184,0.10906,0.10999,159667893
1985-02-04,0.11245,0.11277,0.11245,0.11245,252731684
1985-02-05,0.11306,0.11523,0.11306,0.11306,220299592
1985-02-06,0.11523,0.11523,0.11523,0.11523,225388989
1985-02-07,0.11523,0.11676,0.1149,0.1149,284566632
1985-02-08,0.1149,0.11523,0.11306,0.1149,153046409
1985-02-11,0.11709,0.11802,0.11709,0.11709,402194754
1985-02-12,0.11709,0.11738,0.1143,0.1143,262573046
1985-02-13,0.1143,0.1143,0.10906,0.10906,610939285
1985-02-14,0.10906,0.10999,0.10598,0.10598,494791193
1985-02-15,0.10598,0.10783,0.10506,0.10752,201266160
1985-02-19,0.10722,0.10722,0.10598,0.10598,173689726
1985-02-20,0.10598,0.1066,0.10137,0.10137,254990831
1985-02-21,0.10321,0.10382,0.10321,0.10321,357298772
1985-02-22,0.10321,0.10722,0.10321,0.10598,262598986
1985-02-25,0.10598,0.1066,0.10474,0.10474,114226515
1985-02-26,0.10474,0.10506,0.1026,0.1026,219053177
1985-02-27,0.1026,0.1026,0.09642,0.09642,467838068
1985-02-28,0.09642,0.09642,0.09489,0.09489,369866520
1985-03-01,0.09489,0.09551,0.09211,0.09551,286825695
1985-03-04,0.09704,0.09982,0.09704,0.09704,177480887
1985-03-05,0.09952,0.09952,0.09952,0.09952,151592285
1985-03-06,0.09952,0.09952,0.09459,0.09459,224428235
1985-03-07,0.09459,0.09489,0.08503,0.08503,850843618
1985-03-08,0.08503,0.08503,0.07949,0.08257,548957284
1985-03-11,0.08534,0.08596,0.08534,0.08534,331539988
1985-03-12,0.08843,0.08935,0.08843,0.08843,254367614
1985-03-13,0.08843,0.08843,0.08349,0.08349,291110230
1985-03-14,0.08349,0.08411,0.08349,0.08349,280074420
1985-03-15,0.08349,0.08874,0.08288,0.08688,210302474
1985-03-18,0.08781,0.08874,0.08781,0.08781,144633291
1985-03-19,0.08781,0.08874,0.08441,0.08441,198747414
1985-03-20,0.08534,0.08688,0.08534,0.08534,469447993
1985-03-21,0.08688,0.08843,0.08688,0.08688,188334909
1985-03-22,0.08688,0.08843,0.08534,0.08534,93167759
1985-03-25,0.08534,0.08534,0.08288,0.08288,127469411
1985-03-26,0.08657,0.08657,0.08657,0.08657,140764304
1985-03-27,0.08657,0.08719,0.08411,0.08411,129079400
1985-03-28,0.08411,0.08534,0.08411,0.08411,150242031
1985-03-29,0.08411,0.08534,0.08411,0.08503,101061506
1985-04-01,0.08503,0.08688,0.08288,0.08288,132221331
1985-04-02,0.08288,0.08349,0.08072,0.08072,263637635
1985-04-03,0.08072,0.08102,0.08072,0.08072,281294833
1985-04-04,0.08072,0.08102,0.07917,0.08011,187633785
1985-04-08,0.08011,0.08072,0.07518,0.07518,230374604
1985-04-09,0.07518,0.0758,0.07518,0.07518,305911105
1985-04-10,0.08072,0.08164,0.08072,0.08072,263040455
1985-04-11,0.08226,0.08441,0.08226,0.08226,170028532
1985-04-12,0.08226,0.08226,0.07949,0.08011,84079442
1985-04-15,0.08226,0.08288,0.08226,0.08226,69356458
1985-04-16,0.08288,0.08349,0.08288,0.08288,78418817
1985-04-17,0.08688,0.08781,0.08688,0.08688,142867570
1985-04-18,0.08781,0.08843,0.08781,0.08781,234659055
1985-04-19,0.08781,0.08781,0.08596,0.08657,111318302
1985-04-22,0.08657,0.08657,0.08288,0.08288,118926458
1985-04-23,0.08503,0.08534,0.08503,0.08503,137128943
1985-04-24,0.08503,0.08657,0.08441,0.08441,91505876
1985-04-25,0.08441,0.08503,0.08441,0.08441,101580852
1985-04-26,0.08441,0.08688,0.08411,0.08411,138764872
1985-04-29,0.08411,0.08441,0.08102,0.08102,72108918
1985-04-30,0.08164,0.08226,0.08164,0.08164,109812213
1985-05-01,0.08164,0.08226,0.08011,0.08011,66474177
1985-05-02,0.07917,0.07917,0.07393,0.07393,382278461
1985-05-03,0.07393,0.07733,0.07393,0.07703,183297341
1985-05-06,0.07703,0.07765,0.0758,0.0758,65071995
1985-05-07,0.07703,0.07703,0.07703,0.07703,124742999
1985-05-08,0.07641,0.07641,0.07641,0.07641,167379919
1985-05-09,0.07703,0.07733,0.07703,0.07703,147307854
1985-05-10,0.07703,0.07887,0.07703,0.07765,157746351
1985-05-13,0.07765,0.07825,0.07703,0.07703,101113479
1985-05-14,0.07703,0.07733,0.0758,0.0758,141127778
1985-05-15,0.07703,0.07825,0.07703,0.07703,151202774
1985-05-16,0.08226,0.08441,0.08226,0.08226,267246991
1985-05-17,0.08226,0.08503,0.08164,0.08349,245590962
1985-05-20,0.08349,0.08534,0.08226,0.08226,228582906
1985-05-21,0.08164,0.08164,0.07949,0.07949,176831697
1985-05-22,0.07949,0.08011,0.07917,0.07917,139751564
1985-05-23,0.07887,0.07887,0.0758,0.0758,277244065
1985-05-24,0.0758,0.0758,0.06962,0.06962,683333831
1985-05-28,0.0687,0.0687,0.0647,0.0647,592321300
1985-05-29,0.06563,0.06625,0.06563,0.06563,285812999
1985-05-30,0.06747,0.0687,0.06747,0.06747,365062743
1985-05-31,0.06747,0.06932,0.06684,0.06684,428239137
1985-06-03,0.06532,0.06532,0.06161,0.06161,667728002
1985-06-04,0.06625,0.06684,0.06625,0.06625,465916531
1985-06-05,0.06625,0.06808,0.0647,0.0647,332007445
1985-06-06,0.06532,0.06532,0.06532,0.06532,314376164
1985-06-07,0.06532,0.06532,0.06285,0.06285,550904803
1985-06-10,0.06285,0.06347,0.06193,0.06193,366464934
1985-06-11,0.06193,0.06347,0.06193,0.06193,348599930
1985-06-12,0.06193,0.06223,0.0607,0.0607,287474865
1985-06-13,0.0607,0.06099,0.05699,0.05699,439950070
1985-06-14,0.05699,0.0607,0.05668,0.05668,655731469
1985-06-17,0.05699,0.05761,0.05699,0.05699,273972314
1985-06-18,0.05854,0.05946,0.05854,0.05854,307443071
1985-06-19,0.06009,0.06099,0.06009,0.06009,199370587
1985-06-20,0.0607,0.0607,0.0607,0.0607,221182493
1985-06-21,0.06193,0.06347,0.06193,0.06193,192593371
1985-06-24,0.06625,0.06717,0.06625,0.06625,238528042
1985-06-25,0.06717,0.0687,0.06717,0.06717,340706155
1985-06-26,0.06962,0.06962,0.06962,0.06962,153254167
1985-06-27,0.07056,0.07117,0.07056,0.07056,223103970
1985-06-28,0.07056,0.07117,0.06932,0.06932,157356877
1985-07-01,0.06962,0.06994,0.06962,0.06962,119913197
1985-07-02,0.06962,0.06994,0.06625,0.06625,90103722
1985-07-03,0.06717,0.06717,0.06717,0.06717,79405521
1985-07-05,0.06747,0.06808,0.06747,0.06747,42403245
1985-07-08,0.06747,0.06808,0.06747,0.06747,106903988
1985-07-09,0.06747,0.06808,0.06747,0.06747,171456648
1985-07-10,0.06932,0.06932,0.06932,0.06932,122925305
1985-07-11,0.06932,0.06962,0.06932,0.06932,75224896
1985-07-12,0.06932,0.06932,0.0687,0.0687,54529590
1985-07-15,0.0687,0.06994,0.06808,0.06808,90051712
1985-07-16,0.06808,0.0687,0.06717,0.06717,166185434
1985-07-17,0.06747,0.0687,0.06747,0.06747,136999107
1985-07-18,0.06747,0.06747,0.06625,0.06625,207576023
1985-07-19,0.06684,0.06684,0.06684,0.06684,133208078
1985-07-22,0.06684,0.06684,0.0647,0.0647,222922213
1985-07-23,0.0647,0.06563,0.06347,0.06347,195553541
1985-07-24,0.06347,0.0644,0.06223,0.06223,195579498
1985-07-25,0.06377,0.0644,0.06377,0.06377,365244472
1985-07-26,0.06377,0.0644,0.06377,0.06377,151306681
1985-07-29,0.06377,0.06377,0.06161,0.06161,90129626
1985-07-30,0.06223,0.06285,0.06223,0.06223,103710079
1985-07-31,0.06223,0.06285,0.06099,0.06099,93323543
1985-08-01,0.06099,0.06193,0.06099,0.06099,59774860
1985-08-02,0.06099,0.06099,0.0607,0.0607,112928231
1985-08-05,0.0607,0.06099,0.05915,0.05915,107033803
1985-08-06,0.05915,0.0607,0.05854,0.05854,73121594
1985-08-07,0.05854,0.06161,0.05699,0.05699,175896927
1985-08-08,0.05822,0.05854,0.05822,0.05822,171300844
1985-08-09,0.05854,0.05854,0.05854,0.05854,70654830
1985-08-12,0.05854,0.05854,0.05761,0.05761,63747678
1985-08-13,0.05854,0.05946,0.05854,0.05854,49128632
1985-08-14,0.05854,0.05854,0.05606,0.05606,336058190
1985-08-15,0.05606,0.05668,0.05545,0.05545,121938585
1985-08-16,0.05606,0.05699,0.05606,0.05606,97088659
1985-08-19,0.05761,0.05854,0.05761,0.05761,55490365
1985-08-20,0.05854,0.05854,0.05854,0.05854,77613807
1985-08-21,0.05854,0.05854,0.05854,0.05854,89272770
1985-08-22,0.05854,0.05854,0.05699,0.05699,142945497
1985-08-23,0.05699,0.05761,0.05668,0.05668,51024125
1985-08-26,0.05822,0.05822,0.05822,0.05822,41338604
1985-08-27,0.05854,0.05854,0.05854,0.05854,49751765
1985-08-28,0.05854,0.05915,0.05854,0.05854,47466726
1985-08-29,0.05854,0.05854,0.05699,0.05699,65045958
1985-08-30,0.05761,0.05761,0.05761,0.05761,49699840
1985-09-03,0.05761,0.05761,0.05668,0.05668,43415961
1985-09-04,0.05699,0.05822,0.05699,0.05699,55126863
1985-09-05,0.05699,0.05761,0.05699,0.05699,38040916
1985-09-06,0.05761,0.05761,0.05761,0.05761,107579079
1985-09-09,0.05854,0.05915,0.05854,0.05854,153383974
1985-09-10,0.05915,0.06009,0.05915,0.05915,141153795
1985-09-11,0.05946,0.06009,0.05946,0.05946,100957643
1985-09-12,0.06193,0.06193,0.06193,0.06193,128871602
1985-09-13,0.06193,0.06193,0.0607,0.0607,81768414
1985-09-16,0.0607,0.0607,0.05854,0.05854,42870698
1985-09-17,0.05854,0.05854,0.05854,0.05854,213003017
1985-09-18,0.06223,0.06223,0.06223,0.06223,139206309
1985-09-19,0.06532,0.06532,0.06532,0.06532,215989172
1985-09-20,0.06532,0.06563,0.0644,0.0644,156759580
1985-09-23,0.0647,0.06563,0.0647,0.0647,137466544
1985-09-24,0.0647,0.06625,0.06347,0.06347,102126155
1985-09-25,0.06347,0.06347,0.06099,0.06099,121133651
1985-09-26,0.06099,0.06161,0.06099,0.06099,62007994
1985-09-27,0.06099,0.06161,0.06099,0.06099,7997674
1985-09-30,0.06099,0.06161,0.0607,0.0607,42481123
1985-10-01,0.0607,0.06099,0.0607,0.0607,102411783
1985-10-02,0.0607,0.06099,0.06009,0.06009,24927796
1985-10-03,0.06009,0.06009,0.05946,0.05946,56710790
1985-10-04,0.05946,0.05946,0.05761,0.05761,80599946
1985-10-07,0.05761,0.05854,0.05761,0.05761,106566399
1985-10-08,0.05822,0.05822,0.05822,0.05822,100827831
1985-10-09,0.05822,0.05854,0.05761,0.05761,95998085
1985-10-10,0.06099,0.06161,0.06099,0.06099,303418280
1985-10-11,0.06161,0.06223,0.06161,0.06161,137128943
1985-10-14,0.06377,0.06377,0.06377,0.06377,179895726
1985-10-15,0.06532,0.06563,0.06532,0.06532,340680202
1985-10-16,0.06932,0.06962,0.06932,0.06932,334370355
1985-10-17,0.06994,0.07331,0.06994,0.06994,403622914
1985-10-18,0.06994,0.07056,0.06808,0.06808,267117156
1985-10-21,0.06808,0.06808,0.06625,0.06625,137804150
1985-10-22,0.06932,0.06994,0.06932,0.06932,492142619
1985-10-23,0.06932,0.07117,0.06932,0.06932,172001927
1985-10-24,0.07056,0.07241,0.07056,0.07056,316037986
1985-10-25,0.07056,0.07056,0.06932,0.06932,73355305
1985-10-28,0.06932,0.06962,0.06932,0.06932,68940994
1985-10-29,0.06932,0.06932,0.0687,0.0687,151722120
1985-10-30,0.07302,0.07302,0.07302,0.07302,262650908
1985-10-31,0.07302,0.07393,0.07148,0.07148,179765923
1985-11-01,0.07148,0.07302,0.07148,0.07148,107293491
1985-11-04,0.07179,0.07331,0.07179,0.07179,180518932
1985-11-05,0.07179,0.07331,0.07148,0.07148,124665069
1985-11-06,0.07393,0.07455,0.07393,0.07393,232374015
1985-11-07,0.07518,0.07641,0.07518,0.07518,367633414
1985-11-08,0.07887,0.07949,0.07887,0.07887,340939905
1985-11-11,0.07887,0.07949,0.07703,0.07703,207238461
1985-11-12,0.07703,0.07765,0.07641,0.07641,201292176
1985-11-13,0.07641,0.07641,0.07455,0.07455,117732017
1985-11-14,0.07703,0.07733,0.07703,0.07703,161719190
1985-11-15,0.07703,0.07765,0.07641,0.07641,94569930
1985-11-18,0.07641,0.07703,0.07641,0.07641,74835366
1985-11-19,0.07641,0.07703,0.07393,0.07393,109344840
1985-11-20,0.07393,0.07455,0.07302,0.07302,114849761
1985-11-21,0.07302,0.07393,0.07302,0.07302,119341913
1985-11-22,0.07302,0.07393,0.07241,0.07302,149255312
1985-11-25,0.07302,0.07393,0.07302,0.07331,112668524
1985-11-26,0.07331,0.07487,0.07302,0.07455,190645845
1985-11-27,0.07455,0.07733,0.07393,0.07703,222247106
1985-11-29,0.07703,0.07733,0.07641,0.07733,114797799
1985-12-02,0.07733,0.07765,0.07703,0.07765,116148057
1985-12-03,0.07765,0.07825,0.07703,0.07733,179765923
1985-12-04,0.07733,0.07917,0.07733,0.07887,191398918
1985-12-05,0.07887,0.07949,0.07703,0.07733,145074676
1985-12-06,0.07733,0.07733,0.07518,0.0758,75874074
1985-12-09,0.0758,0.07703,0.07393,0.07455,162134729
1985-12-10,0.07455,0.07518,0.07393,0.07487,232893354
1985-12-11,0.07487,0.07733,0.07487,0.0758,275452375
1985-12-12,0.07641,0.07765,0.07641,0.07703,145204535
1985-12-13,0.07703,0.07765,0.0758,0.07703,291136167
1985-12-16,0.07703,0.08164,0.07703,0.08011,334915662
1985-12-17,0.08011,0.08072,0.07825,0.07917,126430758
1985-12-18,0.08226,0.08781,0.08226,0.08534,648928216
1985-12-19,0.08534,0.08719,0.08503,0.08657,313129733
1985-12-20,0.08657,0.08719,0.08534,0.08596,238839647
1985-12-23,0.08596,0.08657,0.08288,0.08411,166029661
1985-12-24,0.08411,0.08441,0.08288,0.08349,74887327
1985-12-26,0.08349,0.08441,0.08288,0.08349,53153396
1985-12-27,0.08349,0.08688,0.08349,0.08596,142452091
1985-12-30,0.08596,0.08688,0.08503,0.08534,124820865
1985-12-31,0.08534,0.08596,0.08441,0.08441,101139404
1986-01-02,0.08441,0.08534,0.08349,0.08534,136116235
1986-01-03,0.08534,0.08596,0.08503,0.08596,280723630
1986-01-06,0.08596,0.08596,0.08411,0.08534,214509067
1986-01-07,0.08534,0.08843,0.08503,0.08843,545451875
1986-01-08,0.08843,0.09027,0.08719,0.08781,704340730
1986-01-09,0.08781,0.08843,0.08411,0.08688,518446673
1986-01-10,0.08688,0.08874,0.08688,0.08719,177636712
1986-01-13,0.08719,0.08874,0.08657,0.08843,249719641
1986-01-14,0.08843,0.0912,0.08657,0.08935,316115856
1986-01-15,0.08935,0.09211,0.08874,0.09181,490896256
1986-01-16,0.09181,0.09489,0.09181,0.09428,619923687
1986-01-17,0.09428,0.09489,0.09181,0.09211,400377127
1986-01-20,0.09211,0.09211,0.08996,0.09181,147697316
1986-01-21,0.09181,0.09243,0.0912,0.09211,176156627
1986-01-22,0.09211,0.09243,0.08596,0.08996,165770006
1986-01-23,0.08996,0.09027,0.08719,0.08843,181323930
1986-01-24,0.08843,0.08996,0.08688,0.08688,129806448
1986-01-27,0.08688,0.08719,0.08441,0.08503,451608970
1986-01-28,0.08503,0.08596,0.08441,0.08534,257691330
1986-01-29,0.08534,0.09366,0.08441,0.09058,683437710
1986-01-30,0.09027,0.09027,0.08781,0.08843,274595519
1986-01-31,0.08843,0.08935,0.08781,0.08874,171222942
1986-02-03,0.08874,0.09211,0.08781,0.09181,405752161
1986-02-04,0.09181,0.09366,0.0912,0.0912,301600637
1986-02-05,0.0912,0.09181,0.09027,0.0912,228556913
1986-02-06,0.0912,0.09304,0.09058,0.09243,155591108
1986-02-07,0.09243,0.09243,0.09027,0.09211,150008357
1986-02-10,0.09211,0.09428,0.0912,0.09181,129650579
1986-02-11,0.09181,0.09211,0.09027,0.09181,177896299
1986-02-12,0.09181,0.09211,0.0912,0.09211,154240870
1986-02-13,0.09211,0.09211,0.0912,0.09181,126794300
1986-02-14,0.09181,0.09243,0.0912,0.0912,159408214
1986-02-18,0.0912,0.09211,0.08935,0.09181,171690347
1986-02-19,0.09181,0.09797,0.09181,0.09613,416943771
1986-02-20,0.09613,0.09765,0.09551,0.09642,159875591
1986-02-21,0.09642,0.09891,0.09642,0.09704,219183021
1986-02-24,0.09704,0.09891,0.09613,0.09891,286462189
1986-02-25,0.09891,0.10137,0.09642,0.10137,260521621
1986-02-26,0.10137,0.1026,0.09982,0.09982,190957481
1986-02-27,0.09982,0.10013,0.09797,0.09828,125340172
1986-02-28,0.09828,0.09952,0.09551,0.09613,145048775
1986-03-03,0.09613,0.09642,0.09428,0.09459,126145126
1986-03-04,0.09459,0.09613,0.09428,0.09459,103294680
1986-03-05,0.09459,0.09797,0.09304,0.09704,205213081
1986-03-06,0.09704,0.09891,0.09642,0.09765,117472337
1986-03-07,0.09765,0.09765,0.09489,0.09489,111500023
1986-03-10,0.09489,0.09551,0.09459,0.09459,87507033
1986-03-11,0.09459,0.09551,0.09428,0.09551,119471765
1986-03-12,0.09551,0.09642,0.09489,0.09489,99321745
1986-03-13,0.09489,0.09613,0.09366,0.09489,134428460
1986-03-14,0.09489,0.10075,0.09489,0.10013,446130010
1986-03-17,0.09982,0.09982,0.09765,0.09982,137622345
1986-03-18,0.09982,0.10474,0.09952,0.10321,289058801
1986-03-19,0.10321,0.10474,0.10137,0.10197,220117847
1986-03-20,0.10752,0.11367,0.10752,0.10845,1048084965
1986-03-21,0.10845,0.11029,0.10568,0.10598,301834348
1986-03-24,0.10598,0.10598,0.10137,0.1026,341173536
1986-03-25,0.1026,0.10722,0.1026,0.10722,325827378
1986-03-26,0.10722,0.11029,0.10722,0.10845,257509529
1986-03-27,0.10845,0.11153,0.10845,0.10845,253874276
1986-03-31,0.10845,0.10967,0.10752,0.10845,217702964
1986-04-01,0.10845,0.10845,0.10382,0.10474,258184720
1986-04-02,0.10474,0.10506,0.10075,0.10474,377085205
1986-04-03,0.10474,0.10598,0.10321,0.10382,244682145
1986-04-04,0.10382,0.10382,0.10228,0.1026,146009554
1986-04-07,0.1026,0.10568,0.10075,0.10474,139258254
1986-04-08,0.10474,0.1066,0.10474,0.10598,223986838
1986-04-09,0.10598,0.1066,0.10321,0.10414,156863495
1986-04-10,0.10414,0.10506,0.10321,0.10474,127495444
1986-04-11,0.10474,0.10568,0.10382,0.10382,87714779
1986-04-14,0.10382,0.10474,0.1026,0.10321,98490838
1986-04-15,0.10321,0.10568,0.10321,0.10506,152319401
1986-04-16,0.10506,0.10967,0.10506,0.10845,244396481
1986-04-17,0.10845,0.11184,0.10752,0.11153,313103821
1986-04-18,0.11153,0.1149,0.11029,0.1143,287111355
1986-04-21,0.1149,0.11802,0.1149,0.11676,317102604
1986-04-22,0.11676,0.12011,0.11367,0.1149,380071356
1986-04-23,0.1149,0.11676,0.11277,0.11367,303106695
1986-04-24,0.11367,0.12081,0.11306,0.12045,531352052
1986-04-25,0.12045,0.1253,0.12045,0.12383,302639326
1986-04-28,0.12383,0.12565,0.12201,0.12294,168704204
1986-04-29,0.12294,0.12383,0.10321,0.12011,153825411
1986-04-30,0.12011,0.12141,0.11618,0.11618,159719862
1986-05-01,0.11618,0.11618,0.1143,0.11618,299003997
1986-05-02,0.11618,0.11921,0.11554,0.11709,108487992
1986-05-05,0.11709,0.12473,0.11709,0.12327,173118510
1986-05-06,0.12383,0.12758,0.12383,0.1253,253328965
1986-05-07,0.1253,0.12633,0.12011,0.12081,230452522
1986-05-08,0.12081,0.12726,0.12081,0.12696,270518750
1986-05-09,0.12696,0.12908,0.12565,0.12823,257925013
1986-05-12,0.12823,0.14079,0.12758,0.13988,464176743
1986-05-13,0.13988,0.14016,0.13522,0.13834,546879975
1986-05-14,0.13834,0.1436,0.13834,0.14141,559889212
1986-05-15,0.14141,0.14203,0.13676,0.13834,257976946
1986-05-16,0.13834,0.13929,0.13497,0.13834,370074266
1986-05-19,0.13834,0.14016,0.13615,0.13676,242864483
1986-05-20,0.13676,0.13676,0.13149,0.13589,284930162
1986-05-21,0.13589,0.143,0.13465,0.14203,401935095
1986-05-22,0.14203,0.14387,0.13736,0.14114,255614025
1986-05-23,0.14114,0.14265,0.13988,0.14203,162108729
1986-05-27,0.14203,0.14203,0.13988,0.14141,98127320
1986-05-28,0.14141,0.14387,0.14114,0.143,240111998
1986-05-29,0.143,0.143,0.14016,0.14203,117576204
1986-05-30,0.14203,0.143,0.14016,0.14203,147723281
1986-06-02,0.14203,0.1436,0.14114,0.14265,230971852
1986-06-03,0.14265,0.1463,0.14265,0.14535,377786296
1986-06-04,0.14535,0.14916,0.14513,0.14882,348522068
1986-06-05,0.14882,0.15034,0.14789,0.14916,171430735
1986-06-06,0.14916,0.14916,0.14387,0.14513,205602624
1986-06-09,0.14513,0.14535,0.13768,0.13834,286358314
1986-06-10,0.13834,0.13834,0.13497,0.13834,286202518
1986-06-11,0.13834,0.13929,0.13615,0.13868,216612350
1986-06-12,0.13868,0.13988,0.13834,0.13834,149644786
1986-06-13,0.13834,0.13988,0.13522,0.13988,165770006
1986-06-16,0.13988,0.14141,0.13676,0.13768,201240219
1986-06-17,0.13768,0.13834,0.13059,0.13149,257405686
1986-06-18,0.13149,0.13339,0.12473,0.13149,498063019
